STATEFIPS,STATE,zipcode,agi_stub,N1,mars1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,TCE,VITA_EIC,RAL,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,A00101,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18800,A18800,N18300,A18300,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20800,A20800,n21020,a21020,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11902,A11902
1,AL,35613,3,1340,310,860,140,800,3170,970,40,40,0,0,0,140,390,83399,1340,84243,1110,62437,450,413,270,729,250,506,340,244,230,1699,200,442,160,1715,420,11665,40,30,88,340,5157,70,12,360,844,50,12,0,0,40,179,30,122,150,156,0,0,0,0,530,9205,32906,150,1088,410,999,100,141,460,411,340,62,530,1635,420,2700,20,78,30,18,140,179,0,0,440,2171,170,1257,0,0,1330,52072,1340,7079,0,0,30,57,620,939,60,4,120,66,150,194,120,20,420,641,30,10,150,442,20,96,40,185,30,25,1320,9133,0,0,0,0,80,132,110,102,0,0,1260,6141,1290,6643,0,0,0,0,280,630,1020,3032
1,AL,35613,4,1110,160,870,60,590,2830,850,0,0,0,0,0,100,310,96431,1110,97381,940,71773,470,394,230,560,200,416,380,305,190,1394,190,645,130,1891,380,14166,30,20,85,270,5280,70,574,350,950,70,18,0,0,20,192,30,161,150,154,0,0,0,0,560,10768,48862,110,905,470,1536,80,133,520,469,420,109,560,2314,470,3161,0,0,30,25,140,199,0,0,500,3031,130,886,0,0,1110,67384,1110,9701,0,0,0,0,520,902,50,3,110,56,140,186,0,0,360,602,50,26,130,344,0,0,0,0,0,0,1100,11107,0,0,0,0,0,0,100,93,0,0,1100,8799,1100,9185,0,0,0,0,260,666,830,2540
1,AL,35613,5,1990,150,1790,50,1090,5620,1840,0,0,0,0,0,110,550,267932,1990,270327,1780,207799,1060,1289,620,2380,580,1906,1110,1133,360,4730,520,3375,300,6739,740,30404,80,50,175,400,8871,180,3153,680,2395,150,43,30,388,40,357,70,483,240,237,60,138,30,346,1430,32009,196493,130,1555,1310,6894,120,305,1370,1578,1100,382,1430,9221,1270,9863,30,74,90,75,50,40,40,58,1320,9118,250,1948,40,218,1980,205995,1980,35265,0,0,0,0,890,1196,170,20,170,103,220,289,0,0,470,659,90,51,250,930,0,0,0,0,0,0,1980,37195,0,0,0,0,0,0,200,182,0,0,1980,34068,1980,35242,0,0,0,0,720,3006,1210,4656
1,AL,35613,6,420,0,400,0,300,1220,400,0,0,0,0,0,0,110,148352,420,150419,390,85071,320,628,220,3141,220,2652,260,588,120,5165,210,7726,60,1700,150,7931,20,0,0,70,1557,150,35425,160,2067,0,0,0,0,60,689,0,0,0,0,0,0,0,0,390,16532,137807,0,0,380,4986,0,0,380,836,300,130,390,6014,320,3467,0,0,40,5,0,0,20,81,380,6005,50,506,0,0,420,127643,420,33063,90,395,0,0,140,184,80,90,30,12,0,0,0,0,0,0,0,0,100,666,0,0,0,0,0,0,420,32078,0,0,0,0,0,0,0,0,0,0,420,32761,420,33951,160,144,180,279,230,5642,150,1280
1,AL,35614,1,1210,670,230,290,660,2060,780,40,40,0,0,60,290,230,16255,1210,16452,930,12258,120,99,40,66,40,37,0,0,210,1692,30,15,60,323,160,1853,30,30,95,60,86,20,119,210,197,0,0,0,0,20,87,20,93,0,0,0,0,0,0,50,611,722,40,326,0,0,30,16,30,9,20,3,50,39,0,0,0,0,0,0,0,0,0,0,30,87,0,0,0,0,480,2888,490,309,0,0,20,6,120,36,0,0,0,0,20,10,60,10,40,14,0,0,180,254,80,340,80,328,20,13,1130,2955,480,1440,440,1245,350,438,40,30,50,34,410,273,600,546,0,0,0,0,90,64,1070,2467
1,AL,35614,2,820,340,320,150,500,1710,590,30,30,0,0,40,150,180,29054,820,29334,710,23543,170,84,60,80,50,63,80,39,100,630,40,39,60,557,160,3223,30,20,50,150,889,0,0,140,280,30,7,0,0,0,0,0,0,60,50,0,0,0,0,120,1622,4393,50,299,100,143,30,29,90,34,70,11,120,211,100,412,0,0,0,0,30,37,0,0,80,290,60,453,0,0,780,13938,770,1691,0,0,40,34,330,270,0,0,50,26,50,42,120,27,200,174,20,8,70,151,50,227,60,266,40,31,800,3448,230,465,180,372,180,269,40,33,0,0,620,1422,670,1607,0,0,0,0,90,143,730,1970
1,AL,35614,3,430,80,310,40,270,1030,290,0,0,0,0,0,70,130,26693,430,26928,370,20116,120,78,60,105,50,42,70,40,60,594,50,278,40,438,140,3769,30,30,104,110,1546,20,51,90,235,0,0,0,0,30,225,0,0,30,22,0,0,0,0,110,1811,6909,40,354,90,206,40,62,90,46,70,15,110,294,80,465,0,0,0,0,0,0,0,0,90,438,30,205,0,0,430,16908,430,2257,0,0,0,0,180,248,0,0,0,0,30,40,50,8,120,183,0,0,50,106,0,0,0,0,0,0,430,2834,0,0,0,0,0,0,20,20,0,0,410,2009,420,2142,0,0,0,0,90,165,330,850
1,AL,35614,4,250,30,220,0,170,670,200,0,0,0,0,0,0,70,21672,250,21877,220,16373,90,25,40,40,30,28,80,60,40,436,30,190,30,406,80,2465,30,0,0,60,1123,20,967,80,205,40,11,0,0,0,0,0,0,30,30,0,0,0,0,90,1585,8116,30,165,80,287,0,0,90,51,60,12,90,378,80,405,0,0,0,0,20,22,0,0,80,547,20,136,0,0,250,15424,250,2173,0,0,0,0,110,192,40,1,40,25,30,37,0,0,80,136,20,9,40,152,0,0,0,0,0,0,250,2574,0,0,0,0,0,0,20,20,0,0,250,1981,250,2150,0,0,0,0,60,189,180,576
1,AL,35614,5,240,20,220,0,150,720,270,0,0,0,0,0,20,70,30970,240,31396,220,23648,110,142,70,200,60,181,130,130,40,84,70,1549,40,752,120,4594,40,0,0,60,1308,30,2902,90,426,0,0,0,0,0,0,0,0,20,22,0,0,0,0,140,2912,18790,0,0,140,654,0,0,140,99,110,33,140,807,120,749,0,0,0,0,0,0,0,0,130,968,30,224,0,0,240,23906,240,3955,0,0,0,0,120,192,0,0,0,0,30,41,0,0,70,106,0,0,40,164,0,0,0,0,0,0,240,4183,0,0,0,0,0,0,30,22,0,0,240,3764,240,3862,0,0,0,0,90,334,170,715
1,AL,35614,6,40,0,40,0,30,90,0,0,0,0,0,0,0,20,11889,40,11889,30,5904,30,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1013,9196,0,0,30,311,0,0,30,46,20,12,30,375,20,162,0,0,0,0,0,0,0,0,30,280,0,0,0,0,40,10449,40,2389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2132,0,0,0,0,0,0,0,0,0,0,40,2387,40,2537,0,0,0,0,20,599,0,0
1,AL,35616,1,600,310,140,120,400,990,330,0,0,0,0,50,120,150,7519,600,7600,460,5535,100,39,30,45,40,45,0,0,100,703,30,4,30,140,110,1202,30,40,105,40,90,0,0,100,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,363,406,30,194,0,0,0,0,0,0,0,0,30,37,0,0,0,0,0,0,0,0,0,0,20,57,0,0,0,0,200,1141,210,125,0,0,0,0,50,16,0,0,20,10,0,0,30,5,0,0,0,0,90,106,40,192,40,186,30,18,550,1463,260,740,240,657,150,173,30,29,40,18,180,110,260,222,0,0,0,0,40,29,520,1268
1,AL,35616,2,390,150,160,60,280,810,270,0,0,0,0,20,80,100,13971,390,14057,310,10813,80,48,20,43,0,0,30,14,40,199,20,5,30,400,90,1938,0,0,0,90,631,30,434,50,86,20,5,0,0,0,0,0,0,0,0,0,0,0,0,60,934,2438,30,280,50,76,40,51,50,29,60,9,60,136,40,125,0,0,0,0,20,23,0,0,60,213,40,206,0,0,360,6731,360,818,0,0,0,0,150,121,0,0,0,0,30,27,70,15,90,80,30,8,30,46,20,121,20,131,0,0,380,1737,120,269,90,233,80,134,0,0,0,0,310,697,320,749,0,0,0,0,60,73,330,1056
1,AL,35616,3,230,60,160,20,180,560,170,0,0,0,0,0,40,80,14398,230,14471,190,10762,90,40,40,103,30,44,20,17,40,104,30,75,40,683,80,2213,30,20,82,70,1058,0,0,40,73,0,0,0,0,0,0,0,0,50,31,0,0,0,0,60,1074,3521,20,249,40,89,40,95,40,24,40,8,60,170,40,136,0,0,0,0,0,0,0,0,40,183,30,331,0,0,230,9004,230,1213,0,0,0,0,100,135,0,0,0,0,30,40,30,5,80,109,0,0,0,0,0,0,0,0,0,0,230,1579,0,0,0,0,0,0,30,24,0,0,230,1078,230,1095,0,0,0,0,50,86,190,562
1,AL,35616,4,120,20,110,0,90,310,80,0,0,0,0,0,0,40,10522,120,10543,110,8192,60,16,0,0,0,0,30,25,0,0,0,0,0,0,40,1079,0,0,0,40,742,0,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1095,4745,20,144,40,146,0,0,50,28,30,14,50,223,30,157,0,0,0,0,0,0,0,0,50,278,30,349,0,0,120,7323,120,1036,0,0,0,0,50,70,0,0,0,0,0,0,0,0,30,56,0,0,20,14,0,0,0,0,0,0,120,1169,0,0,0,0,0,0,0,0,0,0,120,966,120,1003,0,0,0,0,30,95,90,258
1,AL,35616,5,120,0,120,0,100,320,80,0,0,0,0,0,0,50,17349,120,17464,110,12144,80,67,30,75,20,33,40,44,20,54,30,176,20,620,50,1942,20,0,0,40,1010,0,0,40,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1734,10334,0,0,60,366,0,0,60,73,40,11,70,499,50,244,0,0,0,0,0,0,0,0,60,387,30,383,0,0,120,13679,120,2471,0,0,0,0,40,45,0,0,0,0,0,0,0,0,20,24,0,0,0,0,0,0,0,0,0,0,120,2553,0,0,0,0,0,0,0,0,0,0,120,2425,120,2513,0,0,0,0,50,230,70,280
1,AL,35616,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AL,35618,1,340,190,30,110,240,550,220,0,0,0,0,20,120,70,4504,340,4560,280,3579,20,6,0,0,0,0,20,12,50,344,0,0,0,0,50,479,20,20,51,20,41,0,0,60,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,287,284,0,0,0,0,30,23,0,0,0,0,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,772,150,84,0,0,20,11,60,18,0,0,0,0,0,0,30,6,0,0,0,0,60,75,30,165,0,0,0,0,330,884,170,483,150,427,90,109,0,0,0,0,110,67,160,131,0,0,0,0,0,0,310,764
1,AL,35618,2,240,90,60,90,170,480,170,0,0,0,0,0,80,60,8491,240,8556,210,6928,30,8,40,125,40,92,0,0,40,20,30,22,40,428,60,1154,0,0,0,50,292,0,0,30,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,708,1866,40,276,40,56,0,0,40,18,30,10,50,87,30,106,0,0,0,0,0,0,0,0,60,262,30,169,0,0,230,4112,240,498,0,0,0,0,130,101,0,0,30,16,40,40,70,13,80,53,0,0,0,0,0,0,40,197,0,0,240,964,70,169,70,145,50,67,50,41,0,0,190,397,200,430,0,0,0,0,60,60,200,576
1,AL,35618,3,90,40,40,30,70,200,70,0,0,0,0,0,0,30,5512,90,5558,80,4240,30,6,0,0,0,0,30,19,0,0,0,0,0,0,40,1135,0,0,0,30,442,0,0,30,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,946,3563,20,127,40,111,0,0,40,16,30,6,50,155,40,140,0,0,0,0,0,0,0,0,50,319,30,236,0,0,90,3517,90,482,0,0,0,0,50,79,0,0,0,0,0,0,0,0,40,55,0,0,0,0,0,0,0,0,0,0,90,599,0,0,0,0,0,0,0,0,0,0,90,425,90,435,0,0,0,0,20,38,70,200
1,AL,35618,4,30,0,20,0,30,80,20,0,0,0,0,0,0,0,2679,30,2679,30,1951,0,0,0,0,0,0,30,25,0,0,0,0,0,0,0,0,0,0,0,20,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1858,30,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,297,0,0,0,0,0,0,0,0,0,0,30,247,30,258,0,0,0,0,30,105,20,67
1,AL,35618,5,50,0,40,0,40,110,30,0,0,0,0,0,0,20,7545,50,7545,40,4288,20,31,0,0,0,0,0,0,0,0,0,0,0,0,30,1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,911,5857,0,0,30,207,0,0,30,21,20,7,30,250,20,129,0,0,0,0,0,0,0,0,30,284,0,0,0,0,50,5758,40,973,0,0,0,0,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1083,0,0,0,0,0,0,0,0,0,0,40,946,50,991,0,0,0,0,0,0,30,115
1,AL,35618,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AL,35619,1,790,460,170,150,540,1220,370,0,0,0,0,30,170,190,10195,790,10441,580,7481,110,47,40,42,40,35,0,0,150,1521,30,7,40,357,140,1591,70,40,119,50,72,30,-72,140,246,0,0,0,0,20,86,0,0,0,0,0,0,0,0,40,652,570,40,285,0,0,20,18,20,14,20,3,40,49,0,0,0,0,0,0,0,0,0,0,30,101,0,0,0,0,310,1763,330,201,0,0,30,16,90,26,0,0,0,0,0,0,50,10,30,12,0,0,130,213,70,321,70,345,20,11,740,1864,330,862,280,728,190,231,0,0,40,28,280,175,410,401,0,0,0,0,80,70,680,1515
1,AL,35619,2,550,190,250,100,390,1180,390,0,0,0,0,20,110,120,20051,550,20209,470,16316,120,126,30,86,30,36,60,31,60,649,30,32,40,322,130,2432,40,0,0,100,687,0,0,80,158,0,0,0,0,0,0,0,0,40,47,0,0,0,0,80,1213,3276,30,270,70,103,20,24,50,22,40,7,80,157,70,306,0,0,0,0,0,0,0,0,70,306,40,220,0,0,530,9490,530,1147,0,0,30,29,240,200,0,0,0,0,40,40,110,25,140,124,0,0,40,88,40,202,50,245,40,27,540,2521,160,373,140,317,140,189,50,38,0,0,410,947,450,1071,0,0,0,0,60,83,490,1507
1,AL,35619,3,300,70,220,30,220,750,230,0,0,0,0,0,40,70,18623,300,18797,270,15229,100,58,30,64,30,47,50,30,40,529,20,23,50,726,80,1742,40,30,84,60,844,0,0,60,174,0,0,0,0,30,228,0,0,0,0,0,0,0,0,80,1439,5083,30,281,60,153,30,38,60,29,50,12,80,215,50,289,0,0,0,0,30,30,0,0,70,293,40,341,0,0,300,11604,300,1574,0,0,0,0,150,205,0,0,40,18,30,44,40,8,110,156,40,14,50,132,0,0,0,0,0,0,300,2063,0,0,0,0,0,0,30,27,0,0,290,1370,290,1470,0,0,0,0,60,143,240,700
1,AL,35619,4,190,30,160,0,140,500,150,0,0,0,0,0,20,50,16423,190,16509,180,13788,80,46,30,26,30,20,60,53,20,138,30,102,0,0,60,1359,30,0,0,40,789,20,2153,40,86,40,9,0,0,0,0,0,0,20,17,0,0,0,0,60,1434,5484,20,139,60,181,0,0,50,32,40,13,60,251,50,267,0,0,0,0,0,0,0,0,60,454,30,374,0,0,190,11382,190,1611,0,0,0,0,80,128,0,0,30,12,0,0,0,0,60,98,0,0,0,0,0,0,0,0,0,0,190,1918,0,0,0,0,0,0,0,0,0,0,190,1483,190,1547,0,0,0,0,40,115,150,481
1,AL,35619,5,190,0,180,0,150,580,200,0,0,0,0,0,0,50,27658,190,28070,180,19587,110,59,60,148,50,114,80,86,30,395,60,298,30,774,60,1978,50,0,0,40,981,0,0,60,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,2860,17581,0,0,110,667,0,0,100,85,80,29,110,803,90,569,0,0,0,0,0,0,0,0,100,904,30,240,0,0,190,21625,190,3955,0,0,0,0,90,132,0,0,0,0,20,30,0,0,50,84,0,0,30,104,0,0,0,0,0,0,190,4118,0,0,0,0,0,0,20,19,0,0,190,3797,190,3943,0,0,0,0,60,435,130,494
1,AL,35619,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AL,35620,1,1420,810,280,300,790,2260,770,40,40,0,0,90,290,270,18859,1420,19242,1100,13801,180,100,50,52,50,21,20,6,260,2463,50,96,70,490,200,2155,40,30,100,80,135,30,140,290,383,0,0,0,0,30,183,30,101,30,15,0,0,0,0,60,810,908,40,364,20,15,30,17,40,23,30,4,60,60,30,177,0,0,0,0,0,0,0,0,40,97,0,0,0,0,560,3359,580,361,0,0,40,11,150,52,0,0,0,0,30,15,70,13,50,18,0,0,240,373,100,492,100,495,40,22,1340,3578,590,1732,540,1453,380,489,50,37,70,37,480,308,710,711,0,0,0,0,100,79,1270,2933
1,AL,35620,2,970,380,420,150,590,2070,690,30,30,0,0,50,180,170,35487,970,35797,840,29093,170,102,70,93,60,65,60,35,110,917,60,118,50,472,200,3799,40,20,55,180,1129,0,0,170,310,30,7,0,0,0,0,0,0,50,47,30,54,0,0,140,2238,5273,60,438,100,206,40,37,90,45,90,14,140,387,90,645,0,0,20,4,30,23,0,0,110,367,80,395,0,0,930,17084,930,2072,0,0,60,54,450,380,0,0,50,30,60,57,190,41,270,251,20,5,90,180,70,326,60,310,70,51,960,4257,300,615,250,534,220,283,40,33,0,0,730,1692,780,1927,0,0,0,0,120,178,850,2477
1,AL,35620,3,570,130,400,40,370,1380,410,0,0,0,0,0,70,130,34985,570,35265,510,27515,160,80,60,103,60,91,90,61,90,829,50,100,40,421,170,4164,40,40,103,120,1725,20,327,140,280,0,0,0,0,30,179,0,0,60,56,0,0,0,0,150,2441,9535,50,359,120,283,30,33,130,65,100,16,150,405,120,609,0,0,0,0,40,42,0,0,120,582,50,392,0,0,570,22149,570,2993,0,0,0,0,270,395,30,0,30,21,40,47,80,12,200,304,40,15,70,175,0,0,20,77,0,0,570,3726,0,0,0,0,20,24,30,26,0,0,550,2598,550,2826,0,0,0,0,130,344,440,1231
1,AL,35620,4,370,30,320,30,230,980,290,0,0,0,0,0,50,100,32561,370,32810,330,24994,150,143,60,110,60,80,90,63,60,692,50,231,40,858,130,4092,40,0,0,80,1700,20,285,110,249,20,5,0,0,0,0,0,0,40,46,0,0,0,0,120,2429,10165,30,141,100,343,20,43,110,64,90,24,120,465,110,600,0,0,0,0,40,51,0,0,100,662,30,328,0,0,370,22965,370,3250,0,0,0,0,160,284,0,0,30,17,40,54,0,0,130,205,0,0,50,143,0,0,0,0,0,0,370,3754,0,0,0,0,0,0,30,28,0,0,370,2966,370,3172,0,0,0,0,100,313,270,886
1,AL,35620,5,380,30,340,0,230,1080,360,0,0,0,0,0,0,90,49636,380,50023,350,40370,210,111,110,441,100,349,170,183,70,883,90,618,40,879,150,5992,60,0,0,70,1540,40,2186,140,387,30,8,0,0,0,0,0,0,30,32,20,36,0,0,230,4486,30727,0,0,220,1099,0,0,210,195,170,52,230,1389,200,1374,0,0,0,0,0,0,0,0,200,1343,40,315,0,0,380,38854,380,6638,0,0,0,0,170,241,30,1,30,13,60,79,0,0,80,126,0,0,50,158,0,0,0,0,0,0,380,6886,0,0,0,0,0,0,50,50,0,0,380,6399,380,6618,0,0,0,0,130,659,250,934
1,AL,35620,6,40,0,40,0,30,100,30,0,0,0,0,0,0,0,11400,40,11400,40,7843,30,89,0,0,0,0,20,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1089,10409,0,0,30,381,0,0,30,59,30,10,30,454,30,295,0,0,0,0,0,0,0,0,30,384,0,0,0,0,40,9907,40,2382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2233,0,0,0,0,0,0,0,0,0,0,40,2348,40,2418,0,0,0,0,30,300,0,0
1,AL,35621,1,490,300,120,70,300,740,210,0,0,0,0,30,90,120,6172,490,6334,360,4524,100,38,40,18,30,14,0,0,110,821,30,36,40,272,80,884,60,0,0,30,66,0,0,110,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,289,326,0,0,0,0,30,34,0,0,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,30,164,0,0,190,1136,200,124,0,0,0,0,50,20,0,0,0,0,0,0,20,4,0,0,0,0,100,126,50,303,50,300,0,0,450,1087,180,490,150,398,110,131,30,25,40,15,170,103,260,239,0,0,0,0,50,33,410,874
1,AL,35621,2,270,80,140,50,190,630,220,0,0,0,0,0,50,60,9979,270,10053,250,8468,60,8,0,0,0,0,30,22,50,355,40,53,0,0,60,920,0,40,160,50,326,30,267,50,74,0,0,0,0,0,0,0,0,30,26,0,0,0,0,40,734,1712,40,328,40,54,0,0,40,18,40,7,40,89,40,220,0,0,0,0,20,25,0,0,50,146,0,0,0,0,250,4512,250,541,0,0,30,15,110,103,0,0,0,0,40,37,50,14,80,75,0,0,50,85,30,166,30,193,40,28,270,1205,90,198,70,149,70,96,0,0,0,0,200,437,230,518,0,0,0,0,30,39,240,726
1,AL,35621,3,150,40,120,0,100,390,120,0,0,0,0,0,40,30,9270,150,9316,140,8012,50,12,20,17,20,9,30,19,40,-11,0,0,20,292,40,705,30,0,0,20,373,0,0,30,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,735,2354,20,143,30,80,0,0,30,20,30,5,40,114,40,213,0,0,0,0,0,0,0,0,30,143,30,301,0,0,150,5643,150,747,0,0,0,0,80,107,0,0,0,0,0,0,20,4,60,86,0,0,0,0,0,0,0,0,0,0,150,1011,0,0,0,0,0,0,0,0,0,0,140,640,150,682,0,0,0,0,30,57,120,386
1,AL,35621,4,110,0,100,0,80,330,120,0,0,0,0,0,0,30,9901,110,9952,110,8505,30,5,0,0,0,0,30,22,0,0,0,0,0,0,30,773,0,0,0,20,390,0,0,30,51,0,0,0,0,0,0,0,0,30,27,0,0,0,0,40,714,3420,0,0,40,119,0,0,40,23,30,10,40,164,40,198,0,0,0,0,0,0,0,0,40,147,0,0,0,0,110,6900,110,956,0,0,0,0,60,111,0,0,30,16,30,46,0,0,50,81,0,0,20,56,0,0,0,0,0,0,110,1123,0,0,0,0,0,0,30,27,0,0,110,846,110,865,0,0,0,0,20,63,90,321
1,AL,35621,5,130,0,130,0,90,390,130,0,0,0,0,0,0,30,19372,130,19576,130,15453,70,21,30,25,30,20,80,91,20,197,20,100,0,0,40,1611,20,0,0,20,400,0,0,50,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1920,12510,0,0,80,446,0,0,80,73,70,25,80,565,70,492,0,0,0,0,0,0,0,0,80,552,20,204,0,0,130,15278,130,2754,0,0,0,0,50,78,0,0,0,0,0,0,0,0,40,41,0,0,0,0,0,0,0,0,0,0,130,2909,0,0,0,0,0,0,0,0,0,0,130,2675,130,2802,0,0,0,0,30,265,100,351
1,AL,35621,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AL,35622,1,1070,590,250,220,680,1780,590,0,0,0,0,50,260,200,14121,1070,14313,840,11148,130,48,30,16,30,8,0,0,200,1366,20,8,40,291,140,1323,40,30,91,50,92,0,0,170,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,664,721,30,310,0,0,20,18,20,11,30,6,40,67,20,97,0,0,0,0,0,0,0,0,30,93,0,0,0,0,410,2407,430,266,0,0,30,13,90,26,0,0,0,0,0,0,40,6,30,11,0,0,150,212,120,565,120,568,30,15,1000,2598,460,1221,400,1053,260,335,30,23,70,27,370,240,520,473,0,0,0,0,80,46,940,2159
1,AL,35622,2,710,240,350,90,460,1560,500,0,0,0,0,30,140,160,25743,710,26016,620,21239,130,85,50,109,50,91,70,30,100,981,40,111,50,517,140,2355,50,30,98,140,770,30,210,130,273,0,0,0,0,30,158,20,84,40,44,0,0,0,0,100,1392,3745,40,216,90,122,30,34,60,29,60,12,100,189,60,252,0,0,0,0,30,23,0,0,80,346,60,422,0,0,670,11975,660,1434,0,0,30,34,300,238,0,0,30,14,60,43,120,27,170,157,0,0,80,154,50,195,50,237,50,34,700,3156,210,473,180,383,160,244,40,29,0,0,540,1196,590,1391,0,0,0,0,80,103,620,1852
1,AL,35622,3,360,70,250,40,250,910,300,0,0,0,0,0,50,70,22137,360,22277,330,18677,80,63,30,40,20,29,50,35,60,427,30,103,30,289,80,1672,30,30,113,60,897,0,0,80,140,0,0,0,0,0,0,0,0,30,33,0,0,0,0,100,1531,6161,30,130,80,203,20,44,80,36,60,14,100,303,70,334,0,0,0,0,0,0,0,0,80,398,50,350,0,0,360,13929,360,1888,0,0,0,0,180,280,30,1,20,13,30,34,50,7,130,222,40,9,40,95,0,0,0,0,0,0,360,2409,0,0,0,0,0,0,40,38,0,0,340,1608,350,1731,0,0,0,0,70,171,280,839
